narration,amount,direction,channel,merchant,is_income
IMPS-Kuvera-REF858669,19652.19,debit,imps,Kuvera,0
UPI-AMEX-5333315159@ybl-378821,13713.53,debit,upi,AmEx,0
UPI-Zerodha-REF145959,34218.8,debit,upi,Zerodha,0
NEFT-Flipkart-REF335665,3554.69,debit,neft,Flipkart,0
REIMBURSEMENT-IMPS-PERSON A-907044,5965.94,credit,imps,,1
RTGS-CRED-REF386931,23139.37,debit,rtgs,CRED,0
CARD-03786397,41528.87,debit,card,Myntra,0
UPI-JOHN DOE-6980137521@okhdfcbank,12869.41,debit,upi,,0
UPI-LANDLORD-5028486959@okhdfcbank,30102.75,debit,upi,,0
RTGS-Cure.fit-REF997489,2342.88,debit,rtgs,Cure.fit,0
RTGS-Spotify-REF592522,404.73,debit,rtgs,Spotify,0
UPI-BigBasket-REF980366,1128.89,debit,upi,BigBasket,0
UPI-Udemy-REF357125,3313.79,debit,neft,Udemy,0
IMPS-Zepto-REF852916,1550.88,debit,imps,Zepto,0
NEFT-Byju's-REF357434,3763.55,debit,upi,Byju's,0
IMPS-Byju's-REF652547,1725.51,debit,imps,Byju's,0
NEFT-Zepto-REF628679,1191.3,debit,neft,Zepto,0
REFUND-UPI-JOHN DOE-7000352457@okhdfcbank,81010.87,credit,upi,,1
UPI-Flipkart-REF550038,2039.27,debit,upi,Flipkart,0
RTGS-Jio-REF236535,2686.32,debit,rtgs,Jio,0
UPI-JOHN DOE-8196236973@ybl,27589.58,debit,upi,,0
NACH-Groww-REF783410,35757.86,debit,nach,Groww,0
IMPS-IRCTC-REF116188,12119.04,debit,imps,IRCTC,0
IMPS-1mg-REF628345,8639.94,debit,imps,1mg,0
CARD-96909492,44166.79,debit,card,Udemy,0
INTEREST-IMPS-PERSON A-557756,24075.92,credit,imps,Amazon,1
UPI-SWIGGY-6895462011@ybl-894190,791.96,debit,upi,Swiggy,0
RTGS-PRIME VIDEO-REF856069,30955.75,debit,rtgs,Prime Video,0
REIMBURSEMENT-CARD-27653545,42855.78,credit,card,Prime Video,1
NEFT-ICICI Pru-REF636686,5444.49,debit,neft,ICICI Pru,0
RTGS-Jio-REF627345,4868.62,debit,upi,Jio,0
REIMBURSEMENT-RTGS-BANK-REF687395,38833.11,credit,rtgs,,1
NEFT-EMPLOYER-REF104021,35086.81,debit,neft,,0
NEFT-Unacademy-REF649972,2909.21,debit,neft,Unacademy,0
IMPS-Practo-REF313565,1985.16,debit,imps,Practo,0
IMPS-PhonePe-REF132401,4555.75,debit,imps,PhonePe,0
CARD-BESCOM-REF813610,780.07,debit,upi,BESCOM,0
NACH-Groww-REF308631,45564.3,debit,nach,Groww,0
NEFT-MYNTRA-REF336550,29933.6,debit,neft,Myntra,0
NACH-Google Pay-REF181327,4926.87,debit,nach,Google Pay,0
NEFT-PhonePe-REF949506,3640.41,debit,card,PhonePe,0
CARD-TATA Power-REF723488,3996.77,debit,card,TATA Power,0
UPI-Prime Video-REF359268,484.51,debit,upi,Prime Video,0
UPI-Zepto-REF770930,1681.74,debit,upi,Zepto,0
IMPS-PERSON A-604264,1091.38,debit,imps,,0
CARD-Practo-REF839183,2386.44,debit,neft,Practo,0
NEFT-APOLLO-REF620146,9850.82,debit,neft,Apollo,0
CARD-IOC-REF130305,1757.49,debit,card,IOC,0
RTGS-HP-REF911673,1588.24,debit,rtgs,HP,0
IMPS-OYO-REF231614,13433.67,debit,imps,OYO,0
CASHBACK-UPI-AMAZON-1266261005@ybl-112772,9481.23,credit,upi,Amazon,1
RTGS-Google Pay-REF114521,1867.41,debit,rtgs,Google Pay,0
CASHBACK-NEFT-ZOMATO-REF611508,38181.0,credit,neft,Zomato,1
IMPS-PERSON B-481769,35654.46,debit,imps,KFC,0
IMPS-Byju's-REF160031,2803.12,debit,imps,Byju's,0
RTGS-LIC-REF939119,9318.86,debit,card,LIC,0
CARD-Apollo-REF281595,4643.12,debit,card,Apollo,0
CARD-CRED-REF658027,6367.25,debit,card,CRED,0
NACH-PROVIDER-420931,726.23,debit,nach,,0
NACH-CRED-REF244532,5788.49,debit,nach,CRED,0
NEFT-Spotify-REF881398,942.98,debit,neft,Spotify,0
NACH-Zomato-REF400128,1196.78,debit,nach,Zomato,0
REFUND-CARD-26364567,30656.86,credit,card,Prime Video,1
CARD-Zerodha-REF415745,30272.81,debit,card,Zerodha,0
RTGS-SHELL-REF333405,1556.65,debit,rtgs,Shell,0
CARD-OYO-REF773364,6318.58,debit,card,OYO,0
UPI-JANE SMITH-7304327723@okhdfcbank,43861.86,debit,upi,,0
NACH-OYO-REF415879,7033.91,debit,nach,OYO,0
NEFT-ICICI Pru-REF699255,7566.45,debit,neft,ICICI Pru,0
RTGS-AIRTEL-REF138129,36654.34,debit,rtgs,Airtel,0
UPI-Ola-REF416308,5070.35,debit,card,Ola,0
NEFT-Caltex-REF376322,1704.91,debit,neft,Caltex,0
REFUND-NEFT-EMPLOYER-REF222576,31978.66,credit,neft,,1
CASHBACK-UPI-LANDLORD-2583295001@okhdfcbank,107249.45,credit,upi,,1
INCOME-UPI-LANDLORD-8130883817@okhdfcbank,23022.48,credit,upi,,1
RTGS-BANK-REF902335,18757.96,debit,rtgs,,0
CARD-41098620,612.53,debit,card,Blinkit,0
UPI-ICICI Pru-REF795179,5072.69,debit,upi,ICICI Pru,0
NEFT-HDFC Life-REF228774,5562.74,debit,neft,HDFC Life,0
NACH-Prime Video-REF498272,525.13,debit,nach,Prime Video,0
UPI-LANDLORD-2356290447@okhdfcbank,7501.36,debit,upi,,0
NEFT-Medibuddy-REF363321,7974.99,debit,neft,Medibuddy,0
RTGS-TATA Power-REF570089,1945.62,debit,rtgs,TATA Power,0
RTGS-Coursera-REF341042,2262.44,debit,rtgs,Coursera,0
IMPS-Medibuddy-REF833872,7581.92,debit,imps,Medibuddy,0
NEFT-Moneycontrol-REF412860,27816.87,debit,neft,Moneycontrol,0
NACH-KFC-153056,38406.25,debit,upi,KFC,0
NEFT-Vodafone-REF332790,3171.11,debit,neft,Vodafone,0
IMPS-PERSON B-308494,28564.49,debit,imps,Fortis,0
UPI-Upstox-REF282994,36038.55,debit,upi,Upstox,0
CARD-CRED-REF172258,6368.33,debit,card,CRED,0
UPI-KFC-6563349490@ybl-701975,283.17,debit,upi,KFC,0
UPI-LANDLORD-1281987207@okhdfcbank,42169.47,debit,card,,0
NACH-Flipkart-REF719702,1506.49,debit,nach,Flipkart,0
UPI-KFC-1007080868@ybl-186175,421.64,debit,upi,KFC,0
NACH-MAKEMYTRIP-013667,32397.05,debit,neft,MakeMyTrip,0
NACH-BESCOM-REF259432,3025.73,debit,nach,BESCOM,0
UPI-Flipkart-REF178181,1814.19,debit,upi,Flipkart,0
NACH-Airtel-REF278336,1471.31,debit,imps,Airtel,0
NACH-Hotstar-REF463607,685.73,debit,nach,Hotstar,0
NEFT-Ola-REF527765,12217.1,debit,neft,Ola,0
NACH-AIRTEL-693779,389.69,debit,nach,Airtel,0
CARD-60845042,781.08,debit,card,,0
CARD-44330729,19675.05,debit,card,,0
RTGS-IOC-REF360273,1878.94,debit,rtgs,IOC,0
NACH-ICICI Pru-REF827729,2877.45,debit,nach,ICICI Pru,0
RTGS-Airtel-REF411547,2316.49,debit,rtgs,Airtel,0
NEFT-Airtel-REF214739,3797.28,debit,neft,Airtel,0
CARD-Apollo-REF916684,9094.52,debit,upi,Apollo,0
RTGS-BookMyShow-REF282248,500.28,debit,rtgs,BookMyShow,0
NEFT-PayU-REF906876,28223.9,debit,neft,PayU,0
CARD-LinkedIn Learning-REF240210,3131.53,debit,card,LinkedIn Learning,0
TRANSFER-IN-UPI-BIGBASKET-5779445010@ybl-696239,22194.16,credit,upi,BigBasket,1
CARD-60112861,49565.53,debit,card,OYO,0
UPI-KUVERA-9266065516@ybl-939080,3255.45,debit,upi,Kuvera,0
UPI-IRCTC-REF321624,11143.99,debit,upi,IRCTC,0
UPI-Fortis-REF668468,7075.86,debit,upi,Fortis,0
UPI-HDFC LIFE-1340301895@ybl-464840,5002.39,debit,upi,HDFC Life,0
NACH-Jio-REF962645,1418.57,debit,nach,Jio,0
NEFT-FORTIS-REF160241,6295.15,debit,neft,Fortis,0
NACH-Cure.fit-REF482211,2001.51,debit,neft,Cure.fit,0
NACH-PROVIDER-714645,37293.43,debit,nach,,0
NEFT-Razorpay-REF542111,24724.43,debit,card,Razorpay,0
IMPS-Groww-REF978696,13711.38,debit,imps,Groww,0
UPI-Upstox-REF192060,43383.6,debit,upi,Upstox,0
UPI-Zerodha-REF145959,37937.69,debit,upi,Zerodha,0
UPI-Unacademy-REF978424,3511.77,debit,upi,Unacademy,0
UPI-SWIGGY-6895462011@ybl-894190,791.96,debit,upi,Swiggy,0
CASHBACK-UPI-BIGBASKET-3812293144@ybl-734459,25496.67,credit,upi,BigBasket,1
CARD-UberEats-REF561181,352.28,debit,card,UberEats,0
INCOME-UPI-JANE SMITH-9182871223@okhdfcbank,110855.21,credit,upi,,1
NEFT-Shell-REF710938,1588.79,debit,neft,Shell,0
INTEREST-UPI-JANE SMITH-7467217304@okhdfcbank,78968.03,credit,imps,,1
UPI-HDFC LIFE-7801813428@ybl-565653,5577.55,debit,upi,HDFC Life,0
UPI-Uber-REF860381,14225.39,debit,upi,Uber,0
NACH-Fortis-REF823382,4947.28,debit,nach,Fortis,0
UPI-CRED-3098671286@ybl-174002,12723.32,debit,upi,CRED,0
RTGS-Byju's-REF307032,3145.78,debit,upi,Byju's,0
CARD-LinkedIn Learning-REF372772,1144.08,debit,card,LinkedIn Learning,0
CARD-34743091,47187.78,debit,card,Airtel,0
RTGS-Google Pay-REF596740,3877.5,debit,rtgs,Google Pay,0
RTGS-HDFC Life-REF660572,6004.92,debit,rtgs,HDFC Life,0
NEFT-Blinkit-REF469159,2275.52,debit,neft,Blinkit,0
UPI-Unacademy-REF978424,3610.12,debit,upi,Unacademy,0
NEFT-Practo-REF656544,6991.19,debit,neft,Practo,0
REFUND-RTGS-BANK-REF515853,4613.0,credit,card,,1
UPI-SWIGGY-6511358286@ybl-345811,37078.02,debit,upi,Swiggy,0
IMPS-PERSON A-054605,1658.63,debit,imps,Indigo,0
REFUND-REFUND-RTGS-UDEMY-REF352745,10041.95,credit,rtgs,Udemy,1
UPI-JOHN DOE-8003919087@okhdfcbank,22945.46,debit,upi,,0
UPI-Upstox-REF282994,32597.35,debit,upi,Upstox,0
UPI-SPOTIFY-0264248484@ybl-146145,397.81,debit,upi,Spotify,0
UPI-CRED-5702711595@ybl-982848,20772.21,debit,upi,CRED,0
CARD-50199579,15051.9,debit,card,Apollo,0
UPI-ZERODHA-8284027749@ybl-887967,2032.35,debit,upi,Zerodha,0
REIMBURSEMENT-NACH-UDEMY-133950,98364.69,credit,nach,Udemy,1
RTGS-Amazon-REF628415,2604.3,debit,rtgs,Amazon,0
UPI-CRED-3775001662@ybl-644271,14072.92,debit,upi,CRED,0
NEFT-BigBasket-REF665850,2940.7,debit,neft,BigBasket,0
UPI-Zerodha-REF145959,34218.8,debit,upi,Zerodha,0
CARD-28477268,2050.33,debit,neft,Apollo,0
TRANSFER-IN-NEFT-AMAZON-REF821631,8627.71,credit,neft,Amazon,1
TRANSFER-IN-NEFT-EMPLOYER-REF453636,37709.24,credit,neft,,1
UPI-LANDLORD-9796196972@okhdfcbank,50213.31,debit,upi,,0
TRANSFER-IN-UPI-JANE SMITH-4095724861@okhdfcbank,111090.13,credit,upi,,1
UPI-YouTube Premium-REF729861,848.32,debit,upi,YouTube Premium,0
CARD-OYO-REF671601,6872.09,debit,card,OYO,0
RTGS-ICICI Lombard-REF811539,4691.19,debit,rtgs,ICICI Lombard,0
NEFT-1mg-REF224508,3207.13,debit,neft,1mg,0
NACH-Shell-REF156054,1675.6,debit,imps,Shell,0
RTGS-Coursera-REF300454,4276.39,debit,upi,Coursera,0
NACH-NETFLIX-812323,51315.38,debit,nach,Netflix,0
CARD-50943668,12026.45,debit,card,MakeMyTrip,0
NACH-BookMyShow-REF275854,280.27,debit,nach,BookMyShow,0
NACH-APOLLO-672495,30926.66,debit,nach,Apollo,0
IMPS-PERSON A-580953,32666.76,debit,imps,,0
RTGS-IRCTC-REF715811,11179.11,debit,card,IRCTC,0
CASHBACK-NEFT-PRIME VIDEO-REF949765,34457.75,credit,neft,Prime Video,1
UPI-Hotstar-REF171205,550.99,debit,upi,Hotstar,0
IMPS-Ola-REF458346,3258.56,debit,imps,Ola,0
CARD-34963930,1675.52,debit,card,Shell,0
REIMBURSEMENT-IMPS-PERSON A-907044,5965.94,credit,imps,,1
CARD-Practo-REF839183,2184.07,debit,card,Practo,0
RTGS-STARBUCKS-REF597513,47269.58,debit,rtgs,Starbucks,0
UPI-LANDLORD-3208124594@okhdfcbank,25073.82,debit,neft,,0
NACH-Razorpay-REF273854,23426.12,debit,nach,Razorpay,0
NACH-Apollo-REF551826,7599.1,debit,nach,Apollo,0
CASHBACK-IMPS-PERSON A-579865,26410.39,credit,imps,,1
NACH-LIC-REF461303,9217.23,debit,nach,LIC,0
IMPS-Vodafone-REF111484,2444.11,debit,imps,Vodafone,0
IMPS-BigBasket-REF155857,548.35,debit,imps,BigBasket,0
UPI-BESCOM-REF441006,4455.88,debit,upi,BESCOM,0
NEFT-BIGBASKET-REF227697,459.05,debit,upi,BigBasket,0
UPI-JOHN DOE-1173472626@ybl,5035.55,debit,upi,,0
UPI-Razorpay-REF633869,38320.66,debit,upi,Razorpay,0
RTGS-Blinkit-REF314800,2135.67,debit,rtgs,Blinkit,0
UPI-HP-REF752446,1509.39,debit,upi,HP,0
NACH-Blinkit-REF115367,2746.25,debit,neft,Blinkit,0
NEFT-ICICI Pru-REF699255,7246.8,debit,neft,ICICI Pru,0
CASHBACK-UPI-BIGBASKET-3812293144@ybl-734459,25624.3,credit,upi,BigBasket,1
RTGS-Practo-REF825182,2825.08,debit,rtgs,Practo,0
UPI-Unacademy-REF227299,3000.12,debit,upi,Unacademy,0
CARD-46295612,38797.23,debit,card,Apollo,0
UPI-SPOTIFY-2772693993@ybl-502678,597.59,debit,upi,Spotify,0
CASHBACK-PAYMENT-RECEIVED-RTGS-SPOTIFY-REF002018,22430.24,credit,rtgs,Spotify,1
UPI-JOHN DOE-3900143148@okhdfcbank,30823.27,debit,upi,,0
IMPS-Zomato-REF147316,1138.41,debit,imps,Zomato,0
IMPS-Google Pay-REF392713,555.03,debit,imps,Google Pay,0
REFUND-UPI-MYNTRA-1195496878@ybl-926442,25680.88,credit,upi,Myntra,1
NEFT-BLINKIT-REF394930,659.68,debit,neft,Blinkit,0
UPI-AMEX-8006997406@ybl-846907,17535.98,debit,upi,AmEx,0
UPI-TATA Power-REF634597,1213.01,debit,upi,TATA Power,0
NACH-ICICI Pru-REF543800,7280.62,debit,nach,ICICI Pru,0
NEFT-ZEPTO-REF167781,953.43,debit,neft,Zepto,0
UPI-SPOTIFY-7736765018@ybl-014127,252.09,debit,upi,Spotify,0
CARD-03005811,43536.8,debit,card,,0
RTGS-Reliance-REF722471,1173.77,debit,card,Reliance,0
IMPS-Byju's-REF160031,2985.28,debit,imps,Byju's,0
CARD-Uber-REF207135,12004.13,debit,imps,Uber,0
UPI-LANDLORD-4440579875@okhdfcbank,31444.4,debit,neft,,0
UPI-Jio-REF302416,2499.41,debit,upi,Jio,0
CARD-77877738,268.13,debit,card,KFC,0
NACH-Flipkart-REF486594,2874.8,debit,nach,Flipkart,0
NEFT-ICICI Lombard-REF754261,3195.91,debit,neft,ICICI Lombard,0
UPI-Zomato-REF278292,940.65,debit,upi,Zomato,0
NACH-Paytm-REF724941,717.56,debit,upi,Paytm,0
UPI-JOHN DOE-2453153234@okhdfcbank,9046.88,debit,neft,,0
NACH-Spotify-REF768797,456.76,debit,card,Spotify,0
UPI-ICICI Pru-REF921974,9648.67,debit,upi,ICICI Pru,0
RTGS-PayU-REF353862,37756.0,debit,rtgs,PayU,0
CARD-81961007,761.51,debit,card,BigBasket,0
NACH-Jio-REF962645,1376.65,debit,nach,Jio,0
UPI-SPOTIFY-9752821865@ybl-182813,419.63,debit,upi,Spotify,0
IMPS-BigBasket-REF362791,1644.48,debit,card,BigBasket,0
INTEREST-RTGS-AMAZON-REF124999,27643.83,credit,rtgs,Amazon,1
IMPS-HP-REF633675,1734.38,debit,imps,HP,0
IMPS-Upstox-REF958070,23862.3,debit,imps,Upstox,0
PAYMENT-RECEIVED-CARD-58773044,19539.36,credit,card,,1
UPI-JANE SMITH-1876231598@okhdfcbank,27611.55,debit,neft,,0
CARD-46295612,38797.23,debit,card,Apollo,0
CARD-Bajaj Allianz-REF839551,2855.01,debit,card,Bajaj Allianz,0
NEFT-Hotstar-REF481677,734.49,debit,neft,Hotstar,0
CARD-44330729,19689.09,debit,card,,0
IMPS-Practo-REF268848,4171.31,debit,imps,Practo,0
REIMBURSEMENT-CARD-22059507,20746.52,credit,card,,1
UPI-Upstox-REF746108,10367.45,debit,upi,Upstox,0
UPI-CRED-3109110592@ybl-546658,12685.42,debit,upi,CRED,0
RTGS-Paytm-REF116115,1231.2,debit,rtgs,Paytm,0
UPI-Myntra-REF148204,2624.93,debit,upi,Myntra,0
IMPS-Indigo-REF599816,704.68,debit,imps,Indigo,0
RTGS-Prime Video-REF407005,651.41,debit,rtgs,Prime Video,0
UPI-JANE SMITH-2105295618@okhdfcbank,28270.65,debit,upi,,0
CARD-Zepto-REF869430,1766.38,debit,card,Zepto,0
PAYMENT-RECEIVED-RECEIVED-UPI-AMAZON-9407591609@ybl-327415,5240.16,credit,upi,Amazon,1
IMPS-Byju's-REF160031,2665.49,debit,imps,Byju's,0
CASHBACK-CARD-07345522,35138.71,credit,upi,Amazon,1
UPI-Skyscanner-REF603906,12109.72,debit,upi,Skyscanner,0
PAYMENT-RECEIVED-REIMBURSEMENT-NACH-UDEMY-133950,111908.67,credit,nach,Udemy,1
CARD-CRED-REF621731,34408.6,debit,card,CRED,0
IMPS-KFC-REF490522,533.8,debit,imps,KFC,0
RTGS-BANK-REF102118,25979.06,debit,rtgs,,0
NACH-Practo-REF946331,3045.92,debit,nach,Practo,0
IMPS-PERSON B-775789,1570.62,debit,imps,Indigo,0
NEFT-SHELL-REF931833,1384.72,debit,neft,Shell,0
PAYMENT-RECEIVED-UPI-JANE SMITH-7932523884@ybl,34323.21,credit,upi,,1
CARD-46295612,38797.23,debit,card,Apollo,0
RTGS-CRED-REF386931,23139.37,debit,rtgs,CRED,0
UPI-HDFC LIFE-9087337530@ybl-740070,4545.42,debit,upi,HDFC Life,0
IMPS-PERSON B-366060,9060.95,debit,imps,Fortis,0
RTGS-Paytm-REF981965,2434.12,debit,rtgs,Paytm,0
UPI-PRIME VIDEO-1713432580@ybl-558577,38571.51,debit,upi,Prime Video,0
UPI-Groww-REF122866,49146.83,debit,upi,Groww,0
UPI-Upstox-REF302560,40723.72,debit,upi,Upstox,0
CARD-Jio-REF441445,3637.88,debit,card,Jio,0
NEFT-BookMyShow-REF470047,871.14,debit,neft,BookMyShow,0
REFUND-NEFT-FLIPKART-REF629586,34247.14,credit,neft,Flipkart,1
NACH-Shell-REF156054,1537.39,debit,nach,Shell,0
NACH-INDIGO-446212,1418.14,debit,nach,Indigo,0
NACH-MAKEMYTRIP-412269,9549.22,debit,nach,MakeMyTrip,0
CARD-LIC-REF501867,7747.82,debit,card,LIC,0
CARD-Apollo-REF403807,7382.43,debit,card,Apollo,0
NACH-HDFC Life-REF718491,3437.55,debit,nach,HDFC Life,0
CARD-Zepto-REF703748,1748.0,debit,card,Zepto,0
IMPS-Ola-REF636191,12479.0,debit,imps,Ola,0
INTEREST-UPI-ZEPTO-8371094089@ybl-833885,12153.31,credit,card,Zepto,1
NACH-Flipkart-REF719702,1506.49,debit,nach,Flipkart,0
IMPS-PERSON A-862851,10370.29,debit,imps,Netflix,0
CARD-BookMyShow-REF895474,644.17,debit,card,BookMyShow,0
IMPS-PERSON B-062336,606.81,debit,imps,Starbucks,0
IMPS-PERSON A-587127,16189.34,debit,neft,,0
IMPS-Hotstar-REF388445,310.3,debit,imps,Hotstar,0
UPI-SHELL-0677929130@ybl-899315,1862.79,debit,upi,Shell,0
RTGS-Swiggy-REF617192,517.44,debit,rtgs,Swiggy,0
UPI-1mg-REF986795,2312.84,debit,upi,1mg,0
NEFT-Uber-REF396992,2056.56,debit,upi,Uber,0
NACH-BESCOM-REF767029,1143.86,debit,nach,BESCOM,0
CARD-Cure.fit-REF247675,1067.82,debit,card,Cure.fit,0
NACH-BIGBASKET-067117,1126.61,debit,nach,BigBasket,0
NACH-Groww-REF417685,38392.17,debit,nach,Groww,0
TRANSFER-IN-INCOME-UPI-ZEPTO-5184276820@ybl-657662,10498.77,credit,upi,Zepto,1
RTGS-Uber-REF171699,12025.64,debit,rtgs,Uber,0
IMPS-HP-REF633675,1734.38,debit,imps,HP,0
NACH-MAKEMYTRIP-412269,10331.85,debit,nach,MakeMyTrip,0
RTGS-STARBUCKS-REF597513,49583.79,debit,rtgs,Starbucks,0
CARD-39306420,31108.85,debit,card,Flipkart,0
NEFT-Flipkart-REF139451,3075.12,debit,neft,Flipkart,0
CARD-66327002,48336.91,debit,card,,0
UPI-Fortis-REF227245,5637.49,debit,upi,Fortis,0
CARD-BookMyShow-REF836537,346.05,debit,card,BookMyShow,0
RTGS-SHELL-REF781312,1542.56,debit,rtgs,Shell,0
NEFT-Moneycontrol-REF834069,42946.98,debit,neft,Moneycontrol,0
RTGS-Zomato-REF402418,263.95,debit,imps,Zomato,0
UPI-SPOTIFY-7567921611@ybl-534515,734.17,debit,upi,Spotify,0
IMPS-Netflix-REF705630,829.2,debit,imps,Netflix,0
REIMBURSEMENT-UPI-JOHN DOE-0407714528@okhdfcbank,115140.37,credit,upi,,1
NACH-STARBUCKS-856815,11934.43,debit,nach,Starbucks,0
RTGS-NETFLIX-REF029670,33672.95,debit,rtgs,Netflix,0
NACH-PROVIDER-271903,41558.76,debit,nach,,0
RTGS-NETFLIX-REF029670,33672.95,debit,imps,Netflix,0
NACH-PRIME VIDEO-195966,26855.46,debit,nach,Prime Video,0
NEFT-1mg-REF224508,3002.76,debit,upi,1mg,0
UPI-SPOTIFY-6158913776@ybl-236344,532.53,debit,upi,Spotify,0
UPI-CRED-3532896106@ybl-936617,17946.11,debit,upi,CRED,0
NEFT-Byju's-REF779619,3609.41,debit,neft,Byju's,0
RTGS-PRIME VIDEO-REF601411,14232.96,debit,rtgs,Prime Video,0
RECEIVED-UPI-BLINKIT-2624835941@ybl-076970,37298.81,credit,upi,Blinkit,1
NEFT-PayU-REF581275,10365.09,debit,neft,PayU,0
RTGS-Shell-REF591133,980.72,debit,rtgs,Shell,0
INTEREST-NEFT-EMPLOYER-REF118736,29160.16,credit,neft,,1
UPI-SPOTIFY-7567921611@ybl-534515,734.17,debit,upi,Spotify,0
CARD-00334338,48060.05,debit,card,Amazon,0
CARD-LinkedIn Learning-REF372772,1144.08,debit,imps,LinkedIn Learning,0
UPI-IRCTC-REF910085,2617.77,debit,upi,IRCTC,0
IMPS-PERSON A-309376,5950.07,debit,imps,,0
NACH-Zomato-REF400128,1067.08,debit,nach,Zomato,0
UPI-MakeMyTrip-REF848962,14888.7,debit,neft,MakeMyTrip,0
NEFT-HDFC Life-REF228774,5219.9,debit,neft,HDFC Life,0
UPI-AMEX-1985685338@ybl-144152,10664.93,debit,upi,AmEx,0
RTGS-Unacademy-REF835304,3428.39,debit,rtgs,Unacademy,0
RTGS-MAKEMYTRIP-REF806894,39133.46,debit,neft,MakeMyTrip,0
NACH-Flipkart-REF533859,3352.51,debit,nach,Flipkart,0
IMPS-Udemy-REF417999,1539.24,debit,imps,Udemy,0
IMPS-Unacademy-REF380368,787.06,debit,imps,Unacademy,0
UPI-HDFC LIFE-4497967747@ybl-957742,6616.88,debit,upi,HDFC Life,0
IMPS-BigBasket-REF155857,503.66,debit,imps,BigBasket,0
UPI-Swiggy-REF474695,976.33,debit,upi,Swiggy,0
INTEREST-IMPS-PERSON B-086829,2847.69,credit,imps,,1
NACH-INDIGO-951414,1463.31,debit,nach,Indigo,0
NACH-Spotify-REF768797,512.52,debit,nach,Spotify,0
CARD-Jio-REF182931,760.72,debit,card,Jio,0
RTGS-Prime Video-REF534638,946.93,debit,rtgs,Prime Video,0
IMPS-Practo-REF313565,2177.48,debit,imps,Practo,0
NACH-Flipkart-REF533859,3706.93,debit,nach,Flipkart,0
RTGS-KFC-REF805042,807.7,debit,rtgs,KFC,0
REFUND-NACH-SPOTIFY-335039,20737.74,credit,upi,Spotify,1
UPI-Blinkit-REF229561,1631.19,debit,upi,Blinkit,0
NEFT-Zepto-REF628679,1257.19,debit,neft,Zepto,0
NEFT-Spotify-REF189863,752.29,debit,neft,Spotify,0
NEFT-STARBUCKS-REF126485,787.37,debit,neft,Starbucks,0
UPI-Jio-REF116568,3354.65,debit,upi,Jio,0
CARD-LIC-REF769217,5776.96,debit,card,LIC,0
CARD-IOC-REF343233,1948.01,debit,card,IOC,0
UPI-ZERODHA-7068530636@ybl-463083,3400.49,debit,neft,Zerodha,0
NACH-Paytm-REF724941,717.56,debit,nach,Paytm,0
IMPS-Vodafone-REF111484,2444.11,debit,imps,Vodafone,0
NEFT-Flipkart-REF939485,547.72,debit,neft,Flipkart,0
REFUND-CARD-26364567,30656.86,credit,card,Prime Video,1
IMPS-Fortis-REF809035,1425.56,debit,imps,Fortis,0
UPI-BSNL-REF643078,743.0,debit,upi,BSNL,0
RTGS-Myntra-REF442174,4046.53,debit,rtgs,Myntra,0
IMPS-IRCTC-REF267181,5049.56,debit,imps,IRCTC,0
INCOME-UPI-JANE SMITH-9182871223@okhdfcbank,110855.21,credit,upi,,1
NACH-Flipkart-REF719702,1635.19,debit,nach,Flipkart,0
REFUND-UPI-MYNTRA-1195496878@ybl-926442,28386.72,credit,upi,Myntra,1
UPI-Practo-REF406414,4834.42,debit,upi,Practo,0
PAYMENT-RECEIVED-UPI-AMAZON-8432308834@ybl-099404,24134.42,credit,upi,Amazon,1
IMPS-UberEats-REF464467,714.26,debit,imps,UberEats,0
RTGS-BANK-REF715858,41209.68,debit,rtgs,,0
CARD-Unacademy-REF781976,796.6,debit,card,Unacademy,0
NACH-HDFC Life-REF816780,9078.16,debit,nach,HDFC Life,0
NACH-Upstox-REF385175,7487.64,debit,nach,Upstox,0
NEFT-Practo-REF195715,4421.6,debit,neft,Practo,0
CARD-41146359,4236.01,debit,card,Prime Video,0
RTGS-Fortis-REF937768,1783.17,debit,card,Fortis,0
UPI-Coursera-REF749347,3280.64,debit,upi,Coursera,0
UPI-AMEX-5188272914@ybl-924300,17164.18,debit,upi,AmEx,0
UPI-JOHN DOE-8003919087@okhdfcbank,25437.78,debit,upi,,0
NEFT-Ola-REF170245,10694.22,debit,imps,Ola,0
RTGS-Spotify-REF926329,996.67,debit,rtgs,Spotify,0
NACH-Medibuddy-REF454536,7343.42,debit,nach,Medibuddy,0
REFUND-RTGS-AMAZON-REF060910,32081.11,credit,rtgs,Amazon,1
RTGS-BANK-REF144597,31104.82,debit,rtgs,,0
UPI-GROWW-3294493797@ybl-887657,2324.37,debit,imps,Groww,0
NACH-KFC-153056,38406.25,debit,nach,KFC,0
IMPS-Uber-REF523784,12049.52,debit,imps,Uber,0
PAYMENT-RECEIVED-UPI-AMAZON-8432308834@ybl-099404,24134.42,credit,upi,Amazon,1
IMPS-Netflix-REF996545,854.35,debit,imps,Netflix,0
CARD-Skyscanner-REF360175,2877.81,debit,card,Skyscanner,0
NEFT-Cure.fit-REF760684,2440.18,debit,neft,Cure.fit,0
UPI-CRED-2461163645@ybl-264684,12496.82,debit,upi,CRED,0
UPI-Flipkart-REF830578,2203.16,debit,imps,Flipkart,0
UPI-LANDLORD-5028486959@okhdfcbank,30102.75,debit,upi,,0
